Substrate ID,SMILES,sasa_area,sasa_volume,disp_area,disp_volume,disp_p_int,disp_p_max,disp_p_min,ip,ea,homo,lumo,electrophilicity,nucleophilicity,electrofugality,nucleofugality,dipole_x,dipole_y,dipole_z,mass,radius,charge
41,O=C([O-])[C@@H]([NH3+])CC1=CC=CC=C1,335.8784125740927,501.807233352228,219.60950772315354,207.98965855632176,17.351209816466195,46.184953216335785,9.260706552046214,13.407839995961057,7.787401502741346,-0.41454143591766246,-0.39865101736890535,2.9429324139277693,-8.561839995961057,11.504772409888824,0.0015309111864232798,0.8294964917333303,0.8444111883154442,-1.4037231497778346,164.18119999999993,3.5692097490119377,-1.0
42,[H][C@@]12N(C)C3=CC=CC([C@](C=C(C)C)([H])N(CC4)[C@H]5[NH2+]CC6)=C3[C@]14[C@@]56C7=C(C=CC=C7)N2,588.6825571402138,1032.2066576090267,462.0423886093473,508.03679861272525,21.111526394983017,56.79118619520153,9.89485844952842,7.03408368235731,3.3017797141618166,-0.31992026316409145,-0.18888454183640002,0.013884187786879894,-2.18808368235731,2.20196787014419,1.5581044736250633,0.5757702178986306,-1.7115948239152443,1.9513807850963325,399.5511400000005,6.127033761540665,1.0
43,O=C(C1=CC=CC=C1N2)N(C)[C@@H](CC3=CC=C(OC)C=C3)C2=O,516.7895532047762,845.643963957349,376.4987769057152,380.50611463983034,19.770389256975612,51.624905970074515,8.323652375711475,9.754619140046868,4.91173179398517,-0.37225779682962806,-0.26519156464896737,0.638672899211348,-4.908619140046868,5.547292039258215,0.5729411052261785,1.2544468134126352,0.2556520155726971,1.2920711613775921,311.35506000000026,6.213926565507386,1.0
44,OC1[C@]([N@H+]2C3)([C@@H](C)CC2)C[C@H]([C@@]3(N1C)C4)C(C)(C)[C@@]54CNC6=C7C(OC(C)(C)C=C7)=CC=C65,657.6211944430089,1165.1347182489958,515.6905694096015,579.1365163891246,20.24525145936295,51.777142420100226,10.103141460921101,10.900880959223686,3.960046877243324,-0.32735187913550523,-0.2368970714865018,0.48117082657197696,-6.054880959223686,6.536051785795661,1.367123949328653,-0.03198456868455901,0.26001621369614547,-0.663317338668147,449.6281600000005,7.807030593550148,0.0
45,[H][C@]1(C(N[C@@](C(N([C@@H](CC2=CC=CC=C2)C(N3[C@]4([H])CCC3)=O)C4=O)=O)([H])C)=O)CN(C)[C@](C5=C1)([H])CC6=CNC7=C6C5=CC=C7,774.4805478784567,1392.1561364949182,621.6859170948651,675.3040588211686,21.746218312290857,54.42092052208352,9.99534066266477,8.220999264537586,4.777872611748887,-0.3413757540258904,-0.235539043001761,0.3970011383881815,-3.3749992645375855,3.7720004029257677,0.46512852663929416,-1.9569622058239853,3.0028018809066066,1.1400484012943057,566.6700399999984,8.16948378461656,1.0
46,[H][C@]12[C@]3(CC)C[C@@](C(OC)=O)(O)[C@]4([H])N(C)C5=CC(OC)=CC=C5[C@@]41CC[NH+]2CC=C3,582.4498877278158,1021.1767010850486,451.2175591553384,500.34793572726375,20.143637006701585,63.85763971998077,8.535474483889471,6.846149167192805,2.904939714412281,-0.17937016119252586,-0.17830027519920644,0.00011073681731367393,-2.000149167192805,2.0002599040101186,1.9411710224050327,0.3252880011692152,-1.9414285615278593,0.1711221430128671,400.5111800000004,5.97378636411222,2.0
47,O=C([C@]1(O)[C@@H](O)C2=C([C@H](C=C(C)C)N13)N(CC=C(C)C)C4=C2C=CC(OC)=C4)N5[C@](CCC5)([H])C3=O,724.5092719276179,1254.5177183001906,564.1152381809624,594.4630255325147,20.576402933467495,53.26964258085813,8.696649699874536,8.551399337389705,4.126904076086784,-0.3348117586708709,-0.21757725934916625,0.2519498708513466,-3.7053993373897054,3.957349208241053,0.971045794764563,0.5348825406350333,-0.0728722642621511,-1.551478912053885,480.57596000000035,7.603417970510029,1.0
48,[H][C@@]12[NH+](C[C@]3([H])[C@]4([H])[C@@]2([H])CCC[NH+]4CCC3)CCCC1,429.0603063009194,701.6367128373471,318.71059801500354,339.73247936607606,18.038965774364677,45.84477200887267,9.97268789285186,3.453637371570452,-1.7769973291760741,-0.3213543592721739,-0.027489436312516647,1.535329814774159,1.3923626284295483,0.14296718634461056,8.158327143950237,-0.09490440364814168,-0.14418893703550006,0.036576283718446234,235.3882799999997,4.657349118957823,1.0
49,[H][C@@]12N(C[C@]3([H])[C@]4([H])[C@@]2([H])CCC[NH+]4CCC3)C(CCC1)=O,434.8587962029099,712.7038304732126,319.0276316207222,342.7356818535898,18.214840040195647,43.42460783872035,10.184470590283727,8.042340792227401,0.5749500799775917,-0.3382707191565366,-0.15429527156051867,0.019334057803336788,-3.196340792227401,3.2156748500307377,4.290383977825745,-2.202187781017566,-1.91575829288417,1.2102062873491453,249.37179999999975,4.597194975350751,1.0
50,O=C1C(C2=CC=CC=C2)=C3C([C@H]1C4=CC=CC=C4)=C(CCCC)CCC(C(OCC)=O)(C(OCC)=O)C3,754.8106126673306,1344.8625729542389,615.7081900053959,639.7688724671008,21.319334938536105,56.75904710397502,9.096534085086045,11.904077118557014,5.497757375296543,-0.3677549737838853,-0.2809331826439933,1.1598224547164422,-7.058077118557014,8.217899573273453,0.5080650794198991,-2.2921623538065248,0.9330683173560972,1.2289424847797683,500.62524000000036,6.943440173737289,0.0
51,[O-]C1=C2C(CO1)=CC([C@](O)(C)C2=O)=O,344.72444075503887,516.1339496147817,219.97779948683547,205.72687312834026,17.54618888709432,39.943934356825565,9.641065125628336,14.22240526659329,9.03732516930966,-0.43424227391238035,-0.43005580369541374,4.43781257298622,-9.37640526659329,13.814217839579513,0.24648740367656044,0.6221203980279006,-1.9311333865014708,0.6336777030598234,195.14887999999996,3.271276779128284,-1.0
52,O=C(N(C)C)N[C@@]1(CC)[C@@H](N=[N+]=[N-])C=C(C)[C@]1(C)OCOCC2=CC=CC=C2,553.1310526497583,993.978566765147,453.4509619809078,492.2239446392496,20.85586080992735,56.34960333168223,10.1151429957356,12.152606773607575,4.33996694182916,-0.3667927222127686,-0.23850846780518084,0.739951601745627,-7.306606773607575,8.0465583753532,1.2459846599164668,2.596281275484812,-0.549309556649908,-0.25117217300181816,387.4759600000004,5.794098500587046,0.0
53,CC([C@]1([H])CC[C@@]2(C)O[C@]2([H])CC3)(C)C[C@]1([H])C3=C,424.5705710975473,687.4387460153383,308.00580046387756,323.87971349784567,17.77656859880674,40.28013174701991,9.725732943649525,12.5558429209234,1.7725084573045884,-0.3737701934266545,-0.1914981446148831,0.24917795806714155,-7.7098429209234,7.9590208789905414,3.322669500762554,-0.7625296998359072,0.24010037635002157,0.35253458723588227,220.3504599999997,4.55197792709207,0.0
54,CC(CC/C=C(C)/CCC=C(C)C)=O,469.9202342947404,716.642632848463,336.6058332861423,313.53050192713783,16.997322167357446,42.28841043588902,8.712102906161427,12.14086321947216,3.6990313827615244,-0.36660103284643986,-0.24361077735897527,0.5596624164528125,-7.294863219472161,7.854525635924971,1.7066310336912878,-0.384740037241877,-0.13218463693935112,1.0882716938638566,194.31317999999976,5.931903335772784,0.0
55,[O-]C1=C(C=O)C(C)=CC([C@]1(O)C)=O,343.22578724753714,515.3701758677976,223.06024814495413,211.59657404047078,17.35142834690922,40.05290359100141,9.832594458129876,13.686846964838358,8.52285051410601,-0.41527417883330864,-0.4095020726547494,3.79291387177823,-8.840846964838358,12.63376083661659,0.11606335767222085,1.3805022797530686,-0.501323830354238,-2.1302715177450726,181.1653599999999,3.2191409395929766,-1.0
56,O=C([C@@H](C1=CC=CC=C1)CO)O[C@H]2C[C@H]([N@@H+]3C)CC[C@H]3C2,506.8999539716597,827.0701467766843,374.6106678012323,382.4041906510479,18.876718299793765,44.95638945442969,9.51351961624201,6.292231703467695,1.9607590639588406,-0.3089124239171509,-0.14237115343582035,0.05975876289000623,-1.4462317034676948,1.505990466357701,2.944999698931166,8.802917164791625,0.7208543885361036,-2.0699029406651954,290.3773600000004,6.0629132726470365,1.0
57,C=C[C@@]1([H])C(CCCNC(N)=[NH2+])NC(N)=[NH+]1,459.86988121816313,691.3399025649162,322.55986963059576,299.2347410041075,17.231903521480916,46.81515408728819,8.59583955042892,5.947539446413165,1.646099925652436,-0.13999377555406328,-0.1393305263658008,0.12795476094728792,-1.101539446413165,1.229494207360453,3.3278548352948523,2.4591295166151808,-0.6672010260326211,-1.7340016989706482,212.29529999999983,5.554802372699513,2.0
58,O=C(C=C1CC)[C@]2(C)[C@]1([H])CC=C(C)C[C@@H]2O,419.088858492207,668.4996192891283,300.32420842809785,305.89097478367694,17.88644257177249,45.57492720181346,8.80365932208753,12.544297036267814,4.384447788012344,-0.376098583576103,-0.27093504748749403,0.8022586272494888,-7.698297036267814,8.500555663517304,1.2638108392371452,-0.5420605078611993,-1.378367855620379,-0.39436481995299943,220.30739999999975,4.831592679552481,0.0
